No,Nom,Année,URL,URL-image,Type,Pays,Volume,Prix txt,Prix
2264,Mas Las Cabes Côtes du Roussillon 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/mas-las-cabes-cotes-du-roussillon-2012/11096159,http://s7d9.scene7.com/is/image/SAQ/11096159-1,Vin rouge,France,750 ml,"18,30 $",18.3
2265,Masari San Martino 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/masari-san-martino-2011/12184812,http://s7d9.scene7.com/is/image/SAQ/12184812-1,Vin rouge,Italie,750 ml,"27,45 $",27.45
2266,Mascarello Giuseppe e Figlio Dolcetto Bricco Mirasole 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/mascarello-giuseppe-e-figlio-dolcetto-bricco-mirasole-2012/11456476,http://s7d9.scene7.com/is/image/SAQ/11456476-1,Vin rouge,Italie,750 ml,"28,85 $",28.85
2267,Mascarello Nebbiolo 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/mascarello-nebbiolo-2012/11910190,http://s7d9.scene7.com/is/image/SAQ/11910190-1,Vin rouge,Italie,750 ml,"54,50 $",54.5
2268,Masciarelli Montepulciano-d'Abruzzo 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/masciarelli-montepulciano-dabruzzo-2012/10863774,http://s7d9.scene7.com/is/image/SAQ/10863774-1,Vin rouge,Italie,750 ml,"16,70 $",16.7
2269,Masi Bonacosta,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-bonacosta/285585,http://s7d9.scene7.com/is/image/SAQ/285585-1,Vin rouge,Italie,750 ml,"16,95 $",16.95
2270,Masi Brolo Campofiorin Oro,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-brolo-campofiorin-oro/11836364,http://s7d9.scene7.com/is/image/SAQ/11836364-1,Vin rouge,Italie,750 ml,"25,00 $",25.0
2271,Masi Campofiorin,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-campofiorin/155051,http://s7d9.scene7.com/is/image/SAQ/155051-1,Vin rouge,Italie,750 ml,"21,50 $",21.5
2272,Masi Campolongo di Torbe 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-campolongo-di-torbe-2007/11940621,http://s7d9.scene7.com/is/image/SAQ/11940621-1,Vin rouge,Italie,750 ml,"102,50 $",102.5
2273,Masi Costasera,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-costasera/317057,http://s7d9.scene7.com/is/image/SAQ/317057-1,Vin rouge,Italie,750 ml,"42,25 $",42.25
2274,Masi Costasera 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-costasera-2009/11370402,http://s7d9.scene7.com/is/image/SAQ/11370402-1,Vin rouge,Italie,375 ml,"21,70 $",21.7
2275,Masi Masianco,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/masi-masianco/10439404,http://s7d9.scene7.com/is/image/SAQ/10439404-1,Vin blanc,Italie,750 ml,"14,95 $",14.95
2276,Masi Modellissimo,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-modellissimo/11254604,http://s7d9.scene7.com/is/image/SAQ/11254604-1,Vin rouge,Italie,750 ml,"16,45 $",16.45
2277,Masi Modello,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-modello/533026,http://s7d9.scene7.com/is/image/SAQ/533026-1,Vin rouge,Italie,750 ml,"13,55 $",13.55
2278,Masi Modello Delle Venezie,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/masi-modello-delle-venezie/564674,http://s7d9.scene7.com/is/image/SAQ/564674-1,Vin blanc,Italie,750 ml,"13,95 $",13.95
2279,Masi Passo Doble,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-passo-doble/10395309,http://s7d9.scene7.com/is/image/SAQ/10395309-1,Vin rouge,Argentine,750 ml,"17,00 $",17.0
2280,Masi Serego Alighieri Possessioni,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-serego-alighieri-possessioni/10202095,http://s7d9.scene7.com/is/image/SAQ/10202095-1,Vin rouge,Italie,750 ml,"17,45 $",17.45
2281,Masi Toar 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/masi-toar-2008/10749736,http://s7d9.scene7.com/is/image/SAQ/10749736-1,Vin rouge,Italie,750 ml,"25,25 $",25.25
2282,Masi Tupungato Passo Blanco 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/masi-tupungato-passo-blanco-2014/12355431,http://s7d9.scene7.com/is/image/SAQ/12355431-1,Vin blanc,Argentine,750 ml,"14,95 $",14.95
2283,Masottina Riserva Ai Palazzi Merlot 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/masottina-riserva-ai-palazzi-merlot-2009/12186447,http://s7d9.scene7.com/is/image/SAQ/12186447-1,Vin rouge,Italie,750 ml,"23,70 $",23.7
2284,Massena Epsilon Shiraz 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/massena-epsilon-shiraz-2013/10817479,http://s7d9.scene7.com/is/image/SAQ/10817479-1,Vin rouge,Australie,750 ml,"24,95 $",24.95
2285,Masseria Altemura Negroamaro Salento 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/masseria-altemura-negroamaro-salento-2012/11952146,http://s7d9.scene7.com/is/image/SAQ/11952146-1,Vin rouge,Italie,750 ml,"18,50 $",18.5
2286,Massotina Conegliano Valdobbiadenne Superiore 2013,2013,http://www.saq.com/page/fr/saqcom/vin-mousseux/massotina-conegliano-valdobbiadenne-superiore-2013/12511342,http://s7d9.scene7.com/is/image/SAQ/12511342-1,Vin mousseux,Italie,750 ml,"23,15 $",23.15
2287,Mastroberardino Fiano di Avellino 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/mastroberardino-fiano-di-avellino-2013/972851,http://s7d9.scene7.com/is/image/SAQ/972851-1,Vin blanc,Italie,750 ml,"24,45 $",24.45
2288,Mastroberardino Lacryma Christi del Vesuvio 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/mastroberardino-lacryma-christi-del-vesuvio-2013/713669,http://s7d9.scene7.com/is/image/SAQ/713669-1,Vin blanc,Italie,375 ml,"12,35 $",12.35
2289,Mastroberardino Lacryma Christi del Vesuvio 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/mastroberardino-lacryma-christi-del-vesuvio-2013/972877,http://s7d9.scene7.com/is/image/SAQ/972877-1,Vin blanc,Italie,750 ml,"21,40 $",21.4
2290,Mastroberardino Naturalis Historia Taurasi 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/mastroberardino-naturalis-historia-taurasi-2007/11212447,http://s7d9.scene7.com/is/image/SAQ/11212447-1,Vin rouge,Italie,750 ml,"68,50 $",68.5
2291,Matua Sauvignon Blanc,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/matua-sauvignon-blanc/10968744,http://s7d9.scene7.com/is/image/SAQ/10968744-1,Vin blanc,Nouvelle-Zélande,750 ml,"18,10 $",18.1
2292,Mauro Sebaste Santa Rosalia Dolcetto d'Alba 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/mauro-sebaste-santa-rosalia-dolcetto-dalba-2013/12052342,http://s7d9.scene7.com/is/image/SAQ/12052342-1,Vin rouge,Italie,750 ml,"21,50 $",21.5
2293,Maxi Dry Gin,Inconnue,http://www.saq.com/page/fr/saqcom/dry-gin/maxi-dry-gin/4077,http://s7d9.scene7.com/is/image/SAQ/4077-1,Dry gin,Canada,"1,14 L","29,90 $",29.9
2294,Mazzaro Intensita,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mazzaro-intensita/12207754,http://s7d9.scene7.com/is/image/SAQ/12207754-1,Vin rouge,Italie,750 ml,"15,30 $",15.3
2295,Mazzei Fonterutoli Chianti-Classico 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/mazzei-fonterutoli-chianti-classico-2012/856484,http://s7d9.scene7.com/is/image/SAQ/856484-1,Vin rouge,Italie,750 ml,"25,75 $",25.75
2296,McClellands Islay Scotch Single Malt,Inconnue,http://www.saq.com/page/fr/saqcom/scotch-single-malt/mcclellands-islay-scotch-single-malt/11374286,http://s7d9.scene7.com/is/image/SAQ/11374286-1,Whisky écossais,Royaume Uni,750 ml,"39,75 $",39.75
2297,McWilliam's Hanwood Estate Riesling,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/mcwilliams-hanwood-estate-riesling/10754607,http://s7d9.scene7.com/is/image/SAQ/10754607-1,Vin blanc,Australie,750 ml,"16,05 $",16.05
2298,Meaghers Crème de menthe blanche,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-menthe/meaghers-creme-de-menthe-blanche/196303,http://s7d9.scene7.com/is/image/SAQ/196303-1,Liqueur de menthe,Canada,750 ml,"23,80 $",23.8
2299,Meaghers Crème de menthe verte,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-menthe/meaghers-creme-de-menthe-verte/196287,http://s7d9.scene7.com/is/image/SAQ/196287-1,Liqueur de menthe,Canada,750 ml,"23,80 $",23.8
2300,Meaghers Triple Sec,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-dagrumes/meaghers-triple-sec/5215,http://s7d9.scene7.com/is/image/SAQ/5215-1,Liqueur d'agrumes,Canada,750 ml,"23,00 $",23.0
2301,Meandro do Vale Meão Douro 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/meandro-do-vale-meao-douro-2012/11816574,http://s7d9.scene7.com/is/image/SAQ/11816574-1,Vin rouge,Portugal,750 ml,"24,50 $",24.5
2302,Meia Encosta Dâo,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/meia-encosta-dao/250548,http://s7d9.scene7.com/is/image/SAQ/250548-1,Vin rouge,Portugal,750 ml,"11,90 $",11.9
2303,Meia Encosta Dâo,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/meia-encosta-dao/11462059,http://s7d9.scene7.com/is/image/SAQ/11462059-1,Vin rouge,Portugal,3 L,"39,75 $",39.75
2304,Meia Encosta Reserva 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/meia-encosta-reserva-2011/12185663,http://s7d9.scene7.com/is/image/SAQ/12185663-1,Vin rouge,Portugal,750 ml,"17,20 $",17.2
2305,Melini Orvieto Classico,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/melini-orvieto-classico/24844,http://s7d9.scene7.com/is/image/SAQ/24844-1,Vin blanc,Italie,750 ml,"13,20 $",13.2
2306,Mer Soleil Silver Unoaked Chardonnay 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/mer-soleil-silver-unoaked-chardonnay-2012/11363202,http://s7d9.scene7.com/is/image/SAQ/11363202-1,Vin blanc,États-Unis,750 ml,"28,35 $",28.35
2307,Metaxa ***** (5 Étoiles),Inconnue,http://www.saq.com/page/fr/saqcom/brandy/metaxa--5-etoiles/376749,http://s7d9.scene7.com/is/image/SAQ/376749-1,Brandy,Grèce,750 ml,"24,55 $",24.55
2308,Metaxa ******* (7 Étoiles) Gold Label,Inconnue,http://www.saq.com/page/fr/saqcom/brandy/metaxa--7-etoiles-gold-label/116038,http://s7d9.scene7.com/is/image/SAQ/116038-1,Brandy,Grèce,750 ml,"27,95 $",27.95
2309,Metaxa 12 étoiles,Inconnue,http://www.saq.com/page/fr/saqcom/brandy/metaxa-12-etoiles/12467177,http://s7d9.scene7.com/is/image/SAQ/12467177-1,Brandy,Grèce,700 ml,"50,00 $",50.0
2310,Meursault Domaine du Pavillon Albert Bichot 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/meursault-domaine-du-pavillon-albert-bichot-2012/12497667,http://s7d9.scene7.com/is/image/SAQ/12497667-1,Vin blanc,France,750 ml,"65,25 $",65.25
2311,Mezzacorona Pinot Grigio 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/mezzacorona-pinot-grigio-2013/302380,http://s7d9.scene7.com/is/image/SAQ/302380-1,Vin blanc,Italie,750 ml,"15,95 $",15.95
2312,Mezzacorona Teroldego Rotaliano Reserva 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/mezzacorona-teroldego-rotaliano-reserva-2011/964593,http://s7d9.scene7.com/is/image/SAQ/964593-1,Vin rouge,Italie,750 ml,"18,45 $",18.45
2313,Michel Gassier Les Piliers Sauvignon Blanc,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/michel-gassier-les-piliers-sauvignon-blanc/11770140,http://s7d9.scene7.com/is/image/SAQ/11770140-1,Vin blanc,France,750 ml,"15,50 $",15.5
2314,Michel Gassier Les Piliers Syrah,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/michel-gassier-les-piliers-syrah/11253759,http://s7d9.scene7.com/is/image/SAQ/11253759-1,Vin rouge,France,750 ml,"17,00 $",17.0
2315,Michel Gassier Les Piliers Viognier 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/michel-gassier-les-piliers-viognier-2013/10936785,http://s7d9.scene7.com/is/image/SAQ/10936785-1,Vin blanc,France,750 ml,"20,25 $",20.25
2316,Michel Gassier Lou Coucardié Costières de Nîmes 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/michel-gassier-lou-coucardie-costieres-de-nimes-2009/10678261,http://s7d9.scene7.com/is/image/SAQ/10678261-1,Vin rouge,France,750 ml,"35,25 $",35.25
2317,Michel Jodoin 2013,2013,http://www.saq.com/page/fr/saqcom/cidre-de-glace/michel-jodoin-2013/10317415,http://s7d9.scene7.com/is/image/SAQ/10317415-1,Cidre de glace,Canada,375 ml,"21,80 $",21.8
2318,Michel Jodoin 2013,2013,http://www.saq.com/page/fr/saqcom/cidre-de-glace/michel-jodoin-2013/10550823,http://s7d9.scene7.com/is/image/SAQ/10550823-1,Cidre de glace,Canada,375 ml,"35,00 $",35.0
2319,Michel Jodoin Calijo,Inconnue,http://www.saq.com/page/fr/saqcom/brandy-de-pomme/michel-jodoin-calijo/577601,http://s7d9.scene7.com/is/image/SAQ/577601-1,Brandy de pomme,Canada,700 ml,"42,50 $",42.5
2320,Michel Jodoin Cuvée Blanc de Pépin 2013,2013,http://www.saq.com/page/fr/saqcom/cidre-fort/michel-jodoin-cuvee-blanc-de-pepin-2013/432641,http://s7d9.scene7.com/is/image/SAQ/432641-1,Cidre fort,Canada,750 ml,"11,50 $",11.5
2321,Michel Jodoin Fine Caroline,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-pomme/michel-jodoin-fine-caroline/733402,http://s7d9.scene7.com/is/image/SAQ/733402-1,Liqueur de pomme,Canada,700 ml,"36,75 $",36.75
2322,Michel Jodoin Grande Tentation,Inconnue,http://www.saq.com/page/fr/saqcom/cidre-mousseux/michel-jodoin-grande-tentation/11002423,http://s7d9.scene7.com/is/image/SAQ/11002423-1,Cidre mousseux,Canada,4 X 330 m,"12,00 $",12.0
2323,Michel Redde & fils Les Tuilières Sancerre 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/michel-redde--fils-les-tuilieres-sancerre-2013/12237081,http://s7d9.scene7.com/is/image/SAQ/12237081-1,Vin blanc,France,750 ml,"26,55 $",26.55
2324,Michel Redde & Fils Pouilly-Fumé Petit Fumé 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/michel-redde--fils-pouilly-fume-petit-fume-2013/11365110,http://s7d9.scene7.com/is/image/SAQ/11365110-1,Vin blanc,France,750 ml,"21,15 $",21.15
2325,Michel Redde La Moynerie 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/michel-redde-la-moynerie-2012/962340,http://s7d9.scene7.com/is/image/SAQ/962340-1,Vin blanc,France,750 ml,"26,90 $",26.9
2326,Michele Chiarlo Cipressi Barbera d'Asti Superiore 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/michele-chiarlo-cipressi-barbera-dasti-superiore-2012/12383934,http://s7d9.scene7.com/is/image/SAQ/12383934-1,Vin rouge,Italie,750 ml,"19,45 $",19.45
2327,Michele Chiarlo Countacc! 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/michele-chiarlo-countacc-2011/10271921,http://s7d9.scene7.com/is/image/SAQ/10271921-1,Vin rouge,Italie,750 ml,"24,00 $",24.0
2328,Michele Chiarlo Le Orme,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/michele-chiarlo-le-orme/356105,http://s7d9.scene7.com/is/image/SAQ/356105-1,Vin rouge,Italie,750 ml,"14,45 $",14.45
2329,Michele Chiarlo Nivole,Inconnue,http://www.saq.com/page/fr/saqcom/vin-mousseux/michele-chiarlo-nivole/979062,http://s7d9.scene7.com/is/image/SAQ/979062-1,Vin mousseux,Italie,375 ml,"11,50 $",11.5
2330,Michele Chiarlo Nivole 2014,2014,http://www.saq.com/page/fr/saqcom/vin-mousseux/michele-chiarlo-nivole-2014/11791848,http://s7d9.scene7.com/is/image/SAQ/11791848-1,Vin mousseux,Italie,750 ml,"19,25 $",19.25
2331,Michele Satta Piastraia 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/michele-satta-piastraia-2010/879197,http://s7d9.scene7.com/is/image/SAQ/879197-1,Vin rouge,Italie,750 ml,"39,50 $",39.5
2332,Midori,Inconnue,http://www.saq.com/page/fr/saqcom/boisson-aux-fruits/midori/12130443,http://s7d9.scene7.com/is/image/SAQ/12130443-1,Boisson aux fruits (melon),Mexique,375 ml,"15,65 $",15.65
2333,Miel Nature Poire et Miel,Inconnue,http://www.saq.com/page/fr/saqcom/hydromel-aromatise/miel-nature-poire-et-miel/11899322,http://s7d9.scene7.com/is/image/SAQ/11899322-1,Hydromel aromatisé (poire),Canada,200 ml,"19,85 $",19.85
2334,Mignot Père & Fils Brouilly,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mignot-pere--fils-brouilly/628123,http://s7d9.scene7.com/is/image/SAQ/628123-1,Vin rouge,France,750 ml,"20,00 $",20.0
2335,Migration Russian River Valley Chardonna 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/migration-russian-river-valley-chardonna-2013/12281903,http://s7d9.scene7.com/is/image/SAQ/12281903-1,Vin blanc,États-Unis,750 ml,"34,50 $",34.5
2336,"Miguel Torres Chile, Santa Digna Caberne 2013",2013,http://www.saq.com/page/fr/saqcom/vin-rose/miguel-torres-chile-santa-digna-caberne-2013/12226277,http://s7d9.scene7.com/is/image/SAQ/12226277-1,Vin rosé,Chili,750 ml,"13,05 $",13.05
2337,Minaki,Inconnue,http://www.saq.com/page/fr/saqcom/boisson-aromatisee-aux-petits-fruits/minaki/537852,http://s7d9.scene7.com/is/image/SAQ/537852-1,Boisson aromatisée (bleuet),Canada,375 ml,"25,50 $",25.5
2338,Miolo Cabernet-Sauvignon 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/miolo-cabernet-sauvignon-2011/11202329,http://s7d9.scene7.com/is/image/SAQ/11202329-1,Vin rouge,Brésil,750 ml,"14,55 $",14.55
2339,Miolo Fortaleza do Seival Tannat 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/miolo-fortaleza-do-seival-tannat-2012/11202353,http://s7d9.scene7.com/is/image/SAQ/11202353-1,Vin rouge,Brésil,750 ml,"15,80 $",15.8
2340,Miolo Quinta do Seival 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/miolo-quinta-do-seival-2011/10744812,http://s7d9.scene7.com/is/image/SAQ/10744812-1,Vin rouge,Brésil,750 ml,"22,40 $",22.4
2341,Miopasso Nero d'Avola,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/miopasso-nero-davola/11677092,http://s7d9.scene7.com/is/image/SAQ/11677092-1,Vin rouge,Italie,750 ml,"17,30 $",17.3
2342,Mirassou Pinot Grigio,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/mirassou-pinot-grigio/12490001,http://s7d9.scene7.com/is/image/SAQ/12490001-1,Vin blanc,États-Unis,750 ml,"16,25 $",16.25
2343,Mirassou Pinot Noir,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mirassou-pinot-noir/10845681,http://s7d9.scene7.com/is/image/SAQ/10845681-1,Vin rouge,États-Unis,750 ml,"16,00 $",16.0
2344,Mission Hill Compendium 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/mission-hill-compendium-2010/11262891,http://s7d9.scene7.com/is/image/SAQ/11262891-1,Vin rouge,Canada,750 ml,"60,25 $",60.25
2345,Mission Hill Family Estate Sauvignon blanc réserve 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/mission-hill-family-estate-sauvignon-blanc-reserve-2012/11593403,http://s7d9.scene7.com/is/image/SAQ/11593403-1,Vin blanc,Canada,750 ml,"21,30 $",21.3
2346,Mission Hill Five Vineyards Cabernet / Merlot,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mission-hill-five-vineyards-cabernet--merlot/10544749,http://s7d9.scene7.com/is/image/SAQ/10544749-1,Vin rouge,Canada,750 ml,"19,25 $",19.25
2347,Mission Hill Five Vineyards Pinot Blanc,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/mission-hill-five-vineyards-pinot-blanc/300301,http://s7d9.scene7.com/is/image/SAQ/300301-1,Vin blanc,Canada,750 ml,"17,95 $",17.95
2348,Moët & Chandon Brut Impérial,Inconnue,http://www.saq.com/page/fr/saqcom/champagne-rose/moet--chandon-brut-imperial/482026,http://s7d9.scene7.com/is/image/SAQ/482026-1,Champagne rosé,France,750 ml,"75,25 $",75.25
2349,Moët & Chandon Impérial,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/moet--chandon-imperial/453076,http://s7d9.scene7.com/is/image/SAQ/453076-1,Champagne,France,375 ml,"37,75 $",37.75
2350,Moët & Chandon Impérial,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/moet--chandon-imperial/453084,http://s7d9.scene7.com/is/image/SAQ/453084-1,Champagne,France,750 ml,"63,00 $",63.0
2351,Moingeon Prestige Brut 1995,1995,http://www.saq.com/page/fr/saqcom/vin-mousseux/moingeon-prestige-brut-1995/871277,http://s7d9.scene7.com/is/image/SAQ/871277-1,Vin mousseux,France,750 ml,"25,35 $",25.35
2352,Mollydooker Two Left Feet 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/mollydooker-two-left-feet-2013/11747177,http://s7d9.scene7.com/is/image/SAQ/11747177-1,Vin rouge,Australie,750 ml,"29,05 $",29.05
2353,Mommessin Cuvée Saint-Pierre,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mommessin-cuvee-saint-pierre/513,http://s7d9.scene7.com/is/image/SAQ/513-1,Vin rouge,France,750 ml,"9,95 $",9.95
2354,Mommessin Cuvée Saint-Pierre,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/mommessin-cuvee-saint-pierre/153197,http://s7d9.scene7.com/is/image/SAQ/153197-1,Vin blanc,France,4 L,"44,75 $",44.75
2355,Mommessin Cuvée Saint-Pierre,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/mommessin-cuvee-saint-pierre/153205,http://s7d9.scene7.com/is/image/SAQ/153205-1,Vin rouge,France,4 L,"44,75 $",44.75
2356,Monasterio de Las Vinas Crianza,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/monasterio-de-las-vinas-crianza/539528,http://s7d9.scene7.com/is/image/SAQ/539528-1,Vin rouge,Espagne,750 ml,"12,30 $",12.3
2357,Monasterio de Las Vinas Gran Reserva,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/monasterio-de-las-vinas-gran-reserva/10359156,http://s7d9.scene7.com/is/image/SAQ/10359156-1,Vin rouge,Espagne,750 ml,"20,10 $",20.1
2358,Monasterio de Las Vinas Reserva,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/monasterio-de-las-vinas-reserva/854422,http://s7d9.scene7.com/is/image/SAQ/854422-1,Vin rouge,Espagne,750 ml,"15,90 $",15.9
2359,Mönchhof Mosel Slate Spätlese Riesling 2011,2011,http://www.saq.com/page/fr/saqcom/vin-blanc/monchhof-mosel-slate-spatlese-riesling-2011/11399643,http://s7d9.scene7.com/is/image/SAQ/11399643-1,Vin blanc,Allemagne,750 ml,"27,60 $",27.6
2360,Monna & Filles Crème de cassis,Inconnue,http://www.saq.com/page/fr/saqcom/boisson-aux-fruits/monna--filles-creme-de-cassis/10381661,http://s7d9.scene7.com/is/image/SAQ/10381661-1,Boisson aux fruits (cassis),Canada,375 ml,"24,55 $",24.55
2361,Monsanto Chianti Classico Riserva 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/monsanto-chianti-classico-riserva-2011/11964702,http://s7d9.scene7.com/is/image/SAQ/11964702-1,Vin rouge,Italie,750 ml,"32,00 $",32.0
