Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
393587,Dom Perignon Metamorphosis Rosé Champagne 2003,Wine,Champagne,"France, Champagne",750,329.95,6,4500,197970,"1 979,70 $"
100370,Pape Clément 2007,Wine,Red Wine,"France, Bordeaux",750,169.0,6,4500,101400,"1 014,00 $"
413112,Domaine D'Ardhuy Alexe-Corton Les Chaillots 1Er Cru,Wine,Red Wine,"France, Burgundy",750,67.95,6,4500,40770,"407,70 $"
276659,Heymann-Löwenstein Winningen Röttgen Gold Capsule Riesling Auslese 2010,Wine,White Wine,"Germany, Mosel",375,49.75,12,4500,59700,"597,00 $"
194001,Château La Garde Blanc 2009,Wine,White Wine,"France, Bordeaux",750,38.85,6,4500,23310,"233,10 $"
289462,Corison Cabernet Sauvignon 2006,Wine,Red Wine,"USA, California",750,71.25,6,4500,42750,"427,50 $"
310383,Malivoire Cabernet Franc 2011,Wine,Red Wine,"Canada, Ontario",750,17.75,6,4500,10650,"106,50 $"
83774,Henriot Cuvée Des Enchanteleurs Brut Champagne 1998,Wine,Champagne,"France, Champagne",750,226.0,6,4500,135600,"1 356,00 $"
252700,Château Lynch-Bages 2007,Wine,Red Wine,"France, Bordeaux",1500,395.0,3,4500,118500,"1 185,00 $"
400440,Torresella Prosecco,Wine,Sparkling Wine,"Italy, Veneto",750,14.95,6,4500,8970,"89,70 $"
295592,Akarua Rua Pinot Noir 2012,Wine,Red Wine,"New Zealand, Central Otago",750,24.95,6,4500,14970,"149,70 $"
328344,Domaine Billaud-Simon Vieille Vigne Mont de Milieu 1Er Cru Chablis 2011,Wine,White Wine,"France, Burgundy",750,48.0,6,4500,28800,"288,00 $"
263210,Château Rieussec 2010,Wine,White Wine,"France, Bordeaux",375,61.85,12,4500,74220,"742,20 $"
310680,Château D'Yquem 2007,Wine,White Wine,"France, Bordeaux",1500,1999.0,3,4500,599700,"5 997,00 $"
387811,Diebolt-Vallois Blanc de Blancs Champagne 2006,Wine,Champagne,"France, Champagne",750,67.0,6,4500,40200,"402,00 $"
325480,Panul Chardonnay,Wine,White Wine,"Chile, Region Not Specified",750,6.95,6,4500,4170,"41,70 $"
371476,Benton-Lane First Class Pinot Noir 2010,Wine,Red Wine,"USA, Oregon",750,75.0,6,4500,45000,"450,00 $"
374553,Marie-Pierre Manciat Les Petites Bruyères Pouilly-Fuissé 2011,Wine,White Wine,"France, Burgundy",750,38.0,6,4500,22800,"228,00 $"
242537,Marquis de Sauval Armagnac 1981,Spirits,Cognac / Armagnac,"France, Cognac",750,325.0,6,4500,195000,"1 950,00 $"
322396,Château Pape Clément Blanc 2010,Wine,White Wine,"France, Bordeaux",750,244.85,6,4500,146910,"1 469,10 $"
339390,Smirnoff Screwdriver M / M,Spirits,,"Canada, Ontario",330,2.5,13,4290,3250,"32,50 $"
370635,Seagram 80 Mixed Berry,Ready-to-Drink/Coolers,Coolers,"Canada, Region Not Specified",2130,6.95,2,4260,1390,"13,90 $"
145938,Boxer Lager,Beer,Lager,"USA, Wisconsin",4260,17.3,1,4260,1730,"17,30 $"
340786,Tobermory Dun Bheagan 17 Year Old,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",700,132.94,6,4200,79764,"797,64 $"
361360,13Yo1999 Linkwood Dun Bheagan Lossie,Spirits,,"United Kingdom, Scotland",700,109.95,6,4200,65970,"659,70 $"
371427,Hakkaisan Premium Junmai Ginjo Sake,Beer,Specialty,Japan,300,18.75,14,4200,26250,"262,50 $"
332957,Nikka Taketsuru Pure Malt 12Yr Whisky,Spirits,Whisky/Whiskey,"Japan, Region Not Specified",700,74.4,6,4200,44640,"446,40 $"
111302,Willi Opitz Opitz One Red Dessert Wine 2006,Wine,Dessert Wine,"Austria, Burgenland",375,40.65,11,4125,44715,"447,15 $"
722967,Giuseppe Quintarelli Recioto Della Valpolicella Classico 2001,Wine,Red Wine,"Italy, Veneto",375,219.0,11,4125,240900,"2 409,00 $"
254730,Château Filhot 2010,Wine,White Wine,"France, Bordeaux",375,22.85,11,4125,25135,"251,35 $"
242180,Lake of Bays Sparkhouse Red Ale,Beer,Ale,"Canada, Ontario",2046,13.25,2,4092,2650,"26,50 $"
907196,Upper Canada Lager,Beer,Lager,"Canada, Ontario",4092,16.0,1,4092,1600,"16,00 $"
903898,Saint Andre Vienna Lager,Beer,Lager,"Canada, Ontario",2046,11.45,2,4092,2290,"22,90 $"
914010,Labatt Genuine Draft,Beer,Lager,"Canada, Ontario",4092,22.5,1,4092,2250,"22,50 $"
900191,Labatt 50,Beer,Ale,"Canada, Ontario",4092,22.5,1,4092,2250,"22,50 $"
326280,Bandit Sangria,Wine,Specialty Wines,"USA, California",1000,9.94,4,4000,3976,"39,76 $"
175075,Cezar Brandy,Spirits,Brandy,"Croatia, Region Not Specified",1000,35.95,4,4000,14380,"143,80 $"
386284,Fiasco Mignon Montelonti Chianti,Wine,Red Wine,"Italy, Region Not Specified",100,4.95,40,4000,19800,"198,00 $"
737148,Costers del Siurana Dolc de L'Obac 2003,Wine,Red Wine,"Spain, Region Not Specified",500,111.05,8,4000,88840,"888,40 $"
134247,Masumi Karakuchi Ki-Ippon Junmai Ginjo Sake,Beer,Specialty,Japan,180,9.85,22,3960,21670,"216,70 $"
339622,Pyrenees Ridge Cabernet Sauvignon 2010,Wine,Red Wine,"Australia, Victoria",750,14.75,5,3750,7375,"73,75 $"
401943,Olivier Leflaive Puligny-Montrachet Champ Gain 1Er Cru 2010,Wine,White Wine,"France, Burgundy",750,124.0,5,3750,62000,"620,00 $"
297143,Tilenus Envejecido en Roble Mencía 2010,Wine,Red Wine,"Spain, Bierzo",750,14.75,5,3750,7375,"73,75 $"
373886,Château Canon 2011,Wine,Red Wine,"France, Bordeaux",750,149.0,5,3750,74500,"745,00 $"
348755,Château Des Demoiselles 2011,Wine,Red Wine,"France, Bordeaux",750,17.95,5,3750,8975,"89,75 $"
303412,Vieux Château Certan 2011,Wine,Red Wine,"France, Bordeaux",750,225.85,5,3750,112925,"1 129,25 $"
353706,Kistler Mccrea Vineyard Chardonnay 2012,Wine,White Wine,"USA, California",750,103.95,5,3750,51975,"519,75 $"
360834,Billaud-Simon Les Preuses Chablis Grand Cru 2009,Wine,White Wine,"France, Burgundy",750,99.0,5,3750,49500,"495,00 $"
391847,Thierry Delaunay Sauvignon Blanc Touraine 2013,Wine,White Wine,"France, Loire",750,14.95,5,3750,7475,"74,75 $"
120048,Terre Dora Fiano Di Avellino 2012,Wine,White Wine,"Italy, Campania",750,21.95,5,3750,10975,"109,75 $"
320119,S.A. Prüm Wehlener Sonnenuhr Riesling Auslëse 2009,Wine,White Wine,"Germany, Mosel",750,50.0,5,3750,25000,"250,00 $"
343681,Maison Roche de Bellene Charmes-Chambertin 2010,Wine,Red Wine,"France, Burgundy",750,170.0,5,3750,85000,"850,00 $"
726158,Ceretto Bricco Asili Barbaresco 2008,Wine,Red Wine,"Italy, Piedmont",750,104.25,5,3750,52125,"521,25 $"
142414,Scacciadiavoli Montefalco Sagrantino 2008,Wine,Red Wine,"Italy, Umbria",750,34.0,5,3750,17000,"170,00 $"
373415,Keint-He Portage Pinot Noir 2012,Wine,Red Wine,"Canada, Ontario",750,25.0,5,3750,12500,"125,00 $"
379867,Barone Di Valforte Montepulciano D'Abruzzo 2011,Wine,Red Wine,"Italy, Abruzzo",750,15.95,5,3750,7975,"79,75 $"
380493,Château Margaux 1999,Wine,Red Wine,"France, Bordeaux",750,1199.0,5,3750,599500,"5 995,00 $"
270173,Pelee Pebbles Vidal Hibernal,Wine,White Wine,"Canada, Ontario",750,6.75,5,3750,3375,"33,75 $"
378331,Durbacher Klingelberger Riesling Trocken 2012,Wine,White Wine,"Germany, Baden",750,14.25,5,3750,7125,"71,25 $"
397836,Continuum Proprietary Red 2011,Wine,Red Wine,"USA, California",750,230.0,5,3750,115000,"1 150,00 $"
367870,Ringbolt 21 Barriques Cabernet Sauvignon 2010,Wine,Red Wine,"Australia, Western Australia",750,44.95,5,3750,22475,"224,75 $"
719120,Manus Dei Du Château Sixtine Châteauneuf-Du-Pape 2011,Wine,Red Wine,"France, Rhône",750,31.75,5,3750,15875,"158,75 $"
686865,Hope the Ripper Shiraz 2009,Wine,Red Wine,"Australia, Western Australia",750,19.95,5,3750,9975,"99,75 $"
582007,Domaine Weinbach Furstentum Vendanges Tardives Gewurztraminer 2008,Wine,White Wine,"France, Alsace",375,75.0,10,3750,75000,"750,00 $"
347294,Jakob Schneider Niederhäuser Klamm Riesling Kabinett 2011,Wine,White Wine,"Germany, Nahe",750,17.75,5,3750,8875,"88,75 $"
280875,Robert Oatley Gewürztraminer 2011,Wine,White Wine,"Australia, New South Wales",750,15.25,5,3750,7625,"76,25 $"
331827,Hiedler November Grüner Veltliner 2010,Wine,White Wine,"Austria, Kamptal",750,27.75,5,3750,13875,"138,75 $"
219147,Hardys the Gamble Chardonnay Pinot Gris Chronicle NO.2.,Wine,White Wine,"Australia, Region Not Specified",750,7.45,5,3750,3725,"37,25 $"
17848,Château Clos de Sarpe 1998,Wine,Red Wine,"France, Bordeaux",750,115.0,5,3750,57500,"575,00 $"
357483,Azahara Sparkling Chardonnay / Pinot Noir,Wine,Sparkling Wine,"Australia, Victoria",750,14.75,5,3750,7375,"73,75 $"
378752,Sumaridge Chardonnay 2011,Wine,White Wine,"South Africa, Walker Bay",750,33.0,5,3750,16500,"165,00 $"
371112,Morandé Gran Reserva Carmenère 2009,Wine,Red Wine,"Chile, Maipo Valley",750,20.95,5,3750,10475,"104,75 $"
105809,Antonino Izquierdo 2006,Wine,Red Wine,"Spain, Ribera del Duero",750,87.0,5,3750,43500,"435,00 $"
159137,Bel Echo Pinot Noir 2012,Wine,Red Wine,"New Zealand, Marlborough",750,22.95,5,3750,11475,"114,75 $"
180836,Delaforce Quinta Da Corte Vintage Port 1995,Wine,Fortified Wines,"Portugal, Douro",750,39.95,5,3750,19975,"199,75 $"
238279,Quintessa 2009,Wine,Red Wine,"USA, California",750,129.94,5,3750,64970,"649,70 $"
283580,Viticcio Chianti Classico 2011,Wine,Red Wine,"Italy, Tuscany",750,20.95,5,3750,10475,"104,75 $"
324319,Cassini Cellars Merlot 2011,Wine,Red Wine,"Canada, British Columbia",750,14.75,5,3750,7375,"73,75 $"
105130,Parusso Bussia Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,92.0,5,3750,46000,"460,00 $"
737502,Louis Jadot Clos Du Grand Carquelin Moulin-À-Vent 2011,Wine,Red Wine,"France, Beaujolais",750,49.0,5,3750,24500,"245,00 $"
371906,Mikkeller Black,Beer,Ale,"Denmark, Region Not Specified",375,7.85,10,3750,7850,"78,50 $"
303537,Domìni Veneti Vigneti Di Torbe Ripasso Valpolicella Classico Superiore 2011,Wine,Red Wine,"Italy, Veneto",750,19.95,5,3750,9975,"99,75 $"
365247,Te Mania Pinot Noir 2011,Wine,Red Wine,"New Zealand, Nelson",750,19.95,5,3750,9975,"99,75 $"
383562,Inniskillin Reserve Series Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,18.95,5,3750,9475,"94,75 $"
331918,Marimar Estate La Masía Don Miguel Vineyard Chardonnay 2011,Wine,White Wine,"USA, California",750,49.0,5,3750,24500,"245,00 $"
380725,Camp Romain Laudun Côtes Du Rhône-Villages Blanc 2013,Wine,White Wine,"France, Rhône",750,15.25,5,3750,7625,"76,25 $"
366641,Brugal Extra Dry,Spirits,Rum,"Dominican Republic, Region Not Specified",750,19.95,5,3750,9975,"99,75 $"
392829,By Farr Farrside Pinot Noir 2011,Wine,Red Wine,"Australia, Victoria",750,76.0,5,3750,38000,"380,00 $"
310359,Lailey Vineyard Canadian Oak Meritage 2010,Wine,Red Wine,"Canada, Ontario",750,29.75,5,3750,14875,"148,75 $"
201525,Château Branaire-Ducru 2009,Wine,Red Wine,"France, Bordeaux",750,114.85,5,3750,57425,"574,25 $"
202895,Château Cos D'Estournel 2009,Wine,Red Wine,"France, Bordeaux",750,544.85,5,3750,272425,"2 724,25 $"
75747,Lupicaia Rosso 2006,Wine,Red Wine,"Italy, Tuscany",750,159.0,5,3750,79500,"795,00 $"
594002,Jackson-Triggs Proprietors' Grand Reserve Meritage 2011,Wine,Red Wine,"Canada, Ontario",750,20.25,5,3750,10125,"101,25 $"
393264,Cheval Des Andes 2010,Wine,Red Wine,"Argentina, Mendoza",750,97.0,5,3750,48500,"485,00 $"
506170,Château Léoville-Las Cases 2005,Wine,Red Wine,"France, Bordeaux",750,495.0,5,3750,247500,"2 475,00 $"
87841,Château de Fargues 2003,Wine,White Wine,"France, Bordeaux",750,116.0,5,3750,58000,"580,00 $"
50450,Coyote's Run Black Paw Vineyard Cabernet Franc 2010,Wine,Red Wine,"Canada, Ontario",750,15.75,5,3750,7875,"78,75 $"
315002,Ca' Momi Cabernet Sauvignon 2012,Wine,Red Wine,"USA, California",750,24.95,5,3750,12475,"124,75 $"
367813,Mike Weir Limited Edition Barrel Fermented Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,20.25,5,3750,10125,"101,25 $"
334441,Dirty Laundry Cabernet / Merlot 2011,Wine,Red Wine,"Canada, British Columbia",750,24.75,5,3750,12375,"123,75 $"
38430,Altaïr 2009,Wine,Red Wine,"Chile, Cachapoal Valley",750,61.0,5,3750,30500,"305,00 $"
306209,Girolamo Russo San Lorenzo 2010,Wine,Red Wine,"Italy, Sicily",750,39.75,5,3750,19875,"198,75 $"
52209,Concha Y Toro Carmín de Peumo Carménère 2008,Wine,Red Wine,"Chile, Peumo",750,119.0,5,3750,59500,"595,00 $"
403477,Il Grigio Da San Felice Gran Selezione Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,46.95,5,3750,23475,"234,75 $"
102715,Château Troplong Mondot 2007,Wine,Red Wine,"France, Bordeaux",750,115.0,5,3750,57500,"575,00 $"
393322,Testamatta Rosso 2010,Wine,Red Wine,"Italy, Tuscany",750,160.0,5,3750,80000,"800,00 $"
241398,Produttori del Barbaresco Asili Riserva Barbaresco 2009,Wine,Red Wine,"Italy, Piedmont",750,65.0,5,3750,32500,"325,00 $"
362400,Beringer Quantum 2010,Wine,Red Wine,"USA, California",750,69.95,5,3750,34975,"349,75 $"
141531,Malivoire White VQA,Wine,White Wine,"Canada, Ontario",750,12.95,5,3750,6475,"64,75 $"
673095,Fonseca Vintage Port 2003,Wine,Fortified Wines,"Portugal, Douro",750,265.0,5,3750,132500,"1 325,00 $"
718668,Beringer Napa Valley Vineyards Pinot Noir 2010,Wine,Red Wine,"USA, California",750,29.75,5,3750,14875,"148,75 $"
322545,Tawse Gamay Noir 2012,Wine,Red Wine,"Canada, Ontario",750,18.95,5,3750,9475,"94,75 $"
127340,The Foreign Affair the Temptress 2009,Wine,Red Wine,"Canada, Ontario",750,27.75,5,3750,13875,"138,75 $"
137893,Château Léoville Las Cases 2008,Wine,Red Wine,"France, Bordeaux",750,219.0,5,3750,109500,"1 095,00 $"
330027,Château de Saint-Lager Brouilly 2011,Wine,Red Wine,"France, Beaujolais",750,14.75,5,3750,7375,"73,75 $"
298463,Manischewitz Cream Red Concord K,Wine,Red Wine,"USA, New York",750,6.25,5,3750,3125,"31,25 $"
684076,Ashbrook Chardonnay 2011,Wine,White Wine,"Australia, Western Australia",750,24.95,5,3750,12475,"124,75 $"
292599,Pintas Character 2011,Wine,Red Wine,"Portugal, Douro",750,51.95,5,3750,25975,"259,75 $"
101220,Harbour Estates Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,9.6,5,3750,4800,"48,00 $"
263293,Château Clerc Milon 2010,Wine,Red Wine,"France, Bordeaux",750,129.85,5,3750,64925,"649,25 $"
239111,Orlando Abrigo Montersino Barbaresco 2005,Wine,Red Wine,"Italy, Piedmont",750,64.0,5,3750,32000,"320,00 $"
263178,Château Margaux 2010,Wine,Red Wine,"France, Bordeaux",750,1544.85,5,3750,772425,"7 724,25 $"
363796,I Spirit Vodka,Spirits,Vodka,"Italy, Region Not Specified",750,29.95,5,3750,14975,"149,75 $"
294892,Bernard Dugat-Py La Levrière Vieilles Vignes Pommard 2011,Wine,Red Wine,"France, Burgundy",750,179.0,5,3750,89500,"895,00 $"
500249,Highland Park 25-Year-Old Orkney Islands Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,649.95,5,3750,324975,"3 249,75 $"
307462,Biondi-Santi Riserva Brunello Di Montalcino 2007,Wine,Red Wine,"Italy, Tuscany",750,795.0,5,3750,397500,"3 975,00 $"
999714,Kitma Gerovassiliou White 2009,Wine,White Wine,"Greece, Macedonia",750,18.95,5,3750,9475,"94,75 $"
212712,Cooralook Pinot Gris,Wine,White Wine,"Australia, Region Not Specified",750,10.95,5,3750,5475,"54,75 $"
365643,Château de Ricaud Réserve Des Coteaux 2010,Wine,Red Wine,"France, Bordeaux",750,18.95,5,3750,9475,"94,75 $"
99838,Haut-Brion Blanc 2007,Wine,White Wine,"France, Bordeaux",750,895.0,5,3750,447500,"4 475,00 $"
325258,Cardinale Cabernet Sauvignon 2009,Wine,Red Wine,"USA, California",750,379.0,5,3750,189500,"1 895,00 $"
378356,Pierre Sparr Granit Riesling 2010,Wine,White Wine,"France, Alsace",750,16.95,5,3750,8475,"84,75 $"
343244,Pira Vigna Rionda Barolo 2008,Wine,Red Wine,"Italy, Piedmont",750,115.0,5,3750,57500,"575,00 $"
682617,Château La Garde 2010,Wine,Red Wine,"France, Bordeaux",750,36.75,5,3750,18375,"183,75 $"
189266,Château Clos Floridene Blanc 2009,Wine,White Wine,"France, Bordeaux",750,24.75,5,3750,12375,"123,75 $"
385807,Gobillard & Fils Tradition Brut Champagne,Wine,Champagne,"France, Champagne",750,42.95,5,3750,21475,"214,75 $"
376368,Dr. Hermann Erdener Treppchen Riesling Auslese 2005,Wine,White Wine,"Germany, Mosel",750,23.95,5,3750,11975,"119,75 $"
192997,Château Grand Village 2009,Wine,Red Wine,"France, Bordeaux",750,20.85,5,3750,10425,"104,25 $"
393389,E. Guigal La Landonne Côte-Rôtie 2010,Wine,Red Wine,"France, Rhône",750,469.0,5,3750,234500,"2 345,00 $"
394197,Gallo Signature Series Cabernet Sauvignon 2010,Wine,Red Wine,"USA, California",750,50.95,5,3750,25475,"254,75 $"
341974,Cv Curriculum Vitae 2010,Wine,Red Wine,"Portugal, Douro",750,115.0,5,3750,57500,"575,00 $"
506881,Lafleur 2005,Wine,Red Wine,"France, Bordeaux",750,1795.0,5,3750,897500,"8 975,00 $"
200964,Château La Dame de Montrose 2009,Wine,Red Wine,"France, Bordeaux",750,78.84,5,3750,39420,"394,20 $"
172569,Domaine Louis Michel & Fils Vaudésir Chablis Grand Cru 2011,Wine,White Wine,"France, Burgundy",750,79.0,5,3750,39500,"395,00 $"
74534,Prà Soave 2012,Wine,White Wine,"Italy, Veneto",750,14.75,5,3750,7375,"73,75 $"
183624,Cave de Ribeauvillé Giersberger Brut Crémant D'Alsace,Wine,Sparkling Wine,"France, Alsace",750,19.95,5,3750,9975,"99,75 $"
319640,Thirty Bench Steel Post Vineyard Small Lot Riesling 2010,Wine,White Wine,"Canada, Ontario",750,30.2,5,3750,15100,"151,00 $"
235689,Quinta Do Noval Black Port,Wine,Fortified Wines,"Portugal, Douro",750,24.95,5,3750,12475,"124,75 $"
292938,Giaconda Warner Vineyard Shiraz 2008,Wine,Red Wine,"Australia, Victoria",750,129.0,5,3750,64500,"645,00 $"
277699,Passion Pop Pink Sparkling,Wine,Sparkling Wine,"Australia, South Australia",750,6.45,5,3750,3225,"32,25 $"
662072,Catena Zapata Nicolás Catena Zapata 2009,Wine,Red Wine,"Argentina, Mendoza",750,88.75,5,3750,44375,"443,75 $"
363895,Double Cross Vodka,Spirits,Vodka,"Slovakia, Region Not Specified",50,8.69,71,3550,61699,"616,99 $"
220160,L'Essence de Courvoisier Cognac,Spirits,Cognac / Armagnac,"France, Cognac",700,3200.0,5,3500,1600000,"16 000,00 $"
389569,Le Père Jules Pays D'Auge 10-Year-Old Calvados,Spirits,Brandy,"France, Calvados",700,119.95,5,3500,59975,"599,75 $"
375923,Compass Box Hedonism,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",700,69.95,5,3500,34975,"349,75 $"
336420,Bollig-Lehnert Piesporter Goldtröpfchen Riesling Auslese 2006,Wine,White Wine,"Germany, Mosel",375,11.75,9,3375,10575,"105,75 $"
309492,Antolino Brongo Cryomalus Ice Cider 2009,Wine,,"Canada, Quebec",375,22.75,9,3375,20475,"204,75 $"
209726,Murai Family Daiginjo Sake,Beer,Specialty,Japan,300,25.95,11,3300,28545,"285,45 $"
137976,Château Ausone 2008,Wine,Red Wine,"France, Bordeaux",750,1094.75,4,3000,437900,"4 379,00 $"
652990,I Giusti & Zanza Belcore 2009,Wine,Red Wine,"Italy, Tuscany",750,14.75,4,3000,5900,"59,00 $"
357251,Domaine Langlois-Château St. Florent 2011,Wine,White Wine,"France, Loire",750,11.75,4,3000,4700,"47,00 $"
359430,Les Trois Mousquetaries Doppelbock,Beer,Lager,"Canada, Quebec",750,8.35,4,3000,3340,"33,40 $"
370197,Domaine Martin Plan de Dieu Côtes Du Rhône-Villages 2011,Wine,Red Wine,"France, Rhône",750,19.95,4,3000,7980,"79,80 $"
208314,Sonoma-Cutrer Vineyards Pinot Noir 2012,Wine,Red Wine,"USA, California",750,33.0,4,3000,13200,"132,00 $"
271486,Elderton Neil Ashmead Gts Grand Tourer Shiraz 2009,Wine,Red Wine,"Australia, South Australia",750,40.75,4,3000,16300,"163,00 $"
237537,Yalumba Hand Picked Single Site Habermann Vineyard Grenache 2005,Wine,Red Wine,"Australia, South Australia",750,76.0,4,3000,30400,"304,00 $"
354449,Ocone Giano Greco 2011,Wine,White Wine,"Italy, Campania",750,12.75,4,3000,5100,"51,00 $"
400960,Jean-Luc Colombo Les Ruchets Cornas 2010,Wine,Red Wine,"France, Rhône",750,115.0,4,3000,46000,"460,00 $"
194423,Château Clos Puy Arnaud 2009,Wine,Red Wine,"France, Bordeaux",750,41.85,4,3000,16740,"167,40 $"
957274,Domaine Du Vieux Lazaret Cuvée Exceptionnelle Châteauneuf-Du-Pape 2009,Wine,Red Wine,"France, Rhône",750,61.0,4,3000,24400,"244,00 $"
378588,Talley Rincon Vineyard Chardonnay 2012,Wine,White Wine,"USA, California",750,65.0,4,3000,26000,"260,00 $"
221564,La Parde de Haut-Bailly 2009,Wine,Red Wine,"France, Bordeaux",3000,244.85,1,3000,24485,"244,85 $"
392712,Gerald Talmard Chardonnay Mâcon 2012,Wine,White Wine,"France, Burgundy",750,16.95,4,3000,6780,"67,80 $"
85084,Château Le Bourdieu 2010,Wine,Red Wine,"France, Bordeaux",750,19.95,4,3000,7980,"79,80 $"
532002,Coltibuono Rs Chianti Classico 2011,Wine,Red Wine,"Italy, Tuscany",750,21.95,4,3000,8780,"87,80 $"
384107,Casa Castillo Pie Franco 2010,Wine,Red Wine,"Spain, Jumilla",750,67.0,4,3000,26800,"268,00 $"
139329,The Glenrothes Alba Reserve Scotch Whisky K,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,69.95,4,3000,27980,"279,80 $"
363440,Glen Carlou Petit Verdot / Tannat 2009,Wine,Red Wine,"South Africa, Paarl",750,14.75,4,3000,5900,"59,00 $"
590000,Cesari Amarone / Mara Ripasso Gift Set,Wine,Red Wine,"Italy, Region Not Specified",1500,46.95,2,3000,9390,"93,90 $"
330001,Chanson Père & Fils Beaune Clos Du Roi 1Er Cru 2010,Wine,Red Wine,"France, Burgundy",750,29.75,4,3000,11900,"119,00 $"
103705,Laplace Madiran 2011,Wine,Red Wine,"France, Southwest",750,16.95,4,3000,6780,"67,80 $"
65086,Frescobaldi Castello Di Pomino Pomino Bianco 2013,Wine,White Wine,"Italy, Tuscany",750,19.95,4,3000,7980,"79,80 $"
184309,Trius Brut Rosé,Wine,Sparkling Wine,"Canada, Ontario",750,29.95,4,3000,11980,"119,80 $"
371203,John Duval Eligo Shiraz 2009,Wine,Red Wine,"Australia, South Australia",750,109.0,4,3000,43600,"436,00 $"
336982,Domaine de L'Echelette Mâcon Cruzille 2010,Wine,White Wine,"France, Burgundy",750,9.75,4,3000,3900,"39,00 $"
343285,Bocchino L'Aurelio Nebbiolo D'Alba 2010,Wine,Red Wine,"Italy, Piedmont",750,12.75,4,3000,5100,"51,00 $"
355487,Achaval Ferrer Finca Mirador 2011,Wine,Red Wine,"Argentina, Mendoza",750,109.0,4,3000,43600,"436,00 $"
394858,Pingus 2012,Wine,Red Wine,"Spain, Ribera del Duero",750,1220.0,4,3000,488000,"4 880,00 $"
252908,Château Lynch-Bages 2007,Wine,Red Wine,"France, Bordeaux",3000,825.0,1,3000,82500,"825,00 $"
